"job","job href","save-job","location","icon href 2","desc","badge","badge 2"
"Call Center Representative","https://www.careerjet.com.bd/jobad/bd053140fa0b0b01664ad003de202c1e3a","Save","Dhanmondi, Dhaka","[object Object]","Job Context   Duty time: 9 am to 7.00 pm.  If you are passionate about delivering exceptional customer service and have experience working in a call center, we would love to hear f…","12 hours ago",""
"Pharmacy Salesman","https://www.careerjet.com.bd/jobad/bd6400b7218fd29637efdb23250668ca66","Save","Dhaka","[object Object]","Job Context  We are looking for Pharmacy sales man who have experience in Hospital pharmacy.   Job Responsibilities   Familiar with medicine to keep all drug in orderly manner grou…","12 hours ago",""
"Assistant Manager-ICMD & Store","https://www.careerjet.com.bd/jobad/bdcf20770c31cee07ec8ebabec11fd3754","Save","Uttara, Dhaka","[object Object]","Job Responsibilities   Formulate/Review standard Warehouse management SOP & Planning time to time.  Supervise & monitor the operational activities of Store office & store keeper.  …","12 hours ago",""
"MHPSS Facilitator","https://www.careerjet.com.bd/jobad/bdd016b600f7e9e8f3792d3328a7dadda2","Save","Cox's Bazar, Chittagong","[object Object]","Job Context   BDRCS, under its Population Movement Operation (PMO), has been providing humanitarian services since 2017 for the displaced Rohingya people from Rakhine state of Myan…","12 hours ago",""
"Officer, Merchant Acquisition ( Dhaka)","https://www.careerjet.com.bd/jobad/bda251bd5c3477031bdf6dc990781a4ba5","Save","Dhaka","[object Object]","Job Context  We are looking for Merchant Acquisition Officer. An effective Merchant Acquisition Officer must be an excellent communicator and have superior people skills. They must…","12 hours ago",""
"Manager/Sr. Manager, Property Purchase","https://www.careerjet.com.bd/jobad/bd7ba8fc1a9e5b8efc36ef7b81bcbabe7a","Save","Gulshan, Dhaka","[object Object]","Job Responsibilities   Build and manage overall property acquisition plan, activity plan, resource needed to accomplish the purchase target.  Execute the property acquisition strat…","13 hours ago",""
"Lead Software Quality assurance (SQA) Engineer","https://www.careerjet.com.bd/jobad/bd5a1283d2ef92f2ba8f4a076676f1a455","Save","Dhaka","[object Object]","Job Responsibilities   Evaluate functional, system, and performance requirements.  Write and execute test plans and scripts to perform manual and automated testing for ERP, web app…","14 hours ago",""
"Officer - Production Administration","https://www.careerjet.com.bd/jobad/bdee22d333285dccf41cd816ac44668e4f","Save","Nilphamari, Rangpur","[object Object]","Job Context  Ventura Leatherware Mfy (BD) Ltd. is looking for deserving candidates for the position of Officer - Production.   Job Responsibilities   Skill Matrix and Skill Invento…","14 hours ago",""
"Executive/Sr. Executive (Accounts)","https://www.careerjet.com.bd/jobad/bd0654e78f2fd6810e683446e468e4fae3","Save","Gulshan, Dhaka","[object Object]","Job Responsibilities   Should have sound knowledge on accounting activities with work process.  Maintain and review all billing processes (Accounts Payable / Receivable).  Ensure t…","14 hours ago",""
"Registrar (Gynae & Obst.)","https://www.careerjet.com.bd/jobad/bdbd4c6266572c1dc9acd06da897766fae","Save","Dhanmondi, Dhaka","[object Object]","Job Context  Central Hospital Ltd - a multidisciplinary modern hospital with cutting-edge-technologies, prominent consultants, skilled doctors, nurses and other skilled professiona…","15 hours ago",""
"Community Facilitator - PSS","https://www.careerjet.com.bd/jobad/bd27b77552c0e6957fb6b158b3a686af75","Save","Ukhia, Chittagong","[object Object]","Job Context   Currently Bangladesh Red Crescent Society is looking for a suitable Bangladeshi national for the following position under Population Movement Operation (PMO), Cox`s B…","15 hours ago",""
"HR Business Partner (HRBP)","https://www.careerjet.com.bd/jobad/bdb96ef5ebc17f201b15c263961b35aeb7","Save","Gulshan, Dhaka","[object Object]","Job Context  A Multi-National Company Hexing, having regional office at Level # 11, Police Plaza Concord, Gulshan Avenue, Dhaka-1212 looking for a HRBP.   Job Responsibilities   Fa…","16 hours ago",""
"Intern - IE & Planning","https://www.careerjet.com.bd/jobad/bd18f9618d0513a997dcb17f2f56ecaa75","Save","Kaliakair, Dhaka","[object Object]","Job Context  Completed all the curriculum except internship/ completed graduation.   Job Responsibilities   Implementation of IE tools and techniques on the production floor.  Time…","17 hours ago",""
"Sr. Executive (E-Tender)","https://www.careerjet.com.bd/jobad/bdd44e59673dc0ddcf671ef9b70f649022","Save","Uttara, Dhaka","[object Object]","Job Responsibilities  N/A   Employment Status   Full-time   Educational Requirements   Diploma in Engineering/ B.SC in Engineering (Electrical/ Mechanical ) or Bachelor Degree in a…","17 hours ago",""
"Clinic Assistant","https://www.careerjet.com.bd/jobad/bd9b700cd6ca15690566f7d30ac5870a10","Save","Ukhia, Chittagong","[object Object]","Job Context   BDRCS, under its Population Movement Operation (PMO), has been providing humanitarian services since 2017 for the displaced Rohingya people from Rakhine state of Myan…","17 hours ago",""
"Aya","https://www.careerjet.com.bd/jobad/bd1cba8266e7150d28a329114429498d26","Save","Teknaf, Chittagong","[object Object]","Job Context   Currently Bangladesh Red Crescent Society is looking for a suitable Bangladeshi national for the following position  Duration of contract : Up to 31.12.2023 (Possibil…","18 hours ago",""
"Officer - Property & Hospitality Management","https://www.careerjet.com.bd/jobad/bd844dce17bf7359226b37fd29957db6ed","Save","Nilphamari, Rangpur","[object Object]","Job Context  The ideal incumbent at Officer - Hospitality Management position will be mainly responsible for managing the food services for both expats and locals in canteens.   Jo…","18 hours ago",""
"Front Desk Representative/Executive","https://www.careerjet.com.bd/jobad/bdeab856c471d64d7feef31607d2bab1d2","Save","Motijheel, Dhaka","[object Object]","Job Context   Looking for a Female candidate who is familiar & passionately interested to work in Front office Management.  Workplace: Work at Head office, Motijheel.    Job Respon…","18 hours ago",""
"Officer - Payroll & HRIS","https://www.careerjet.com.bd/jobad/bd1e27cf3c869881fede74b9e96da8d8da","Save","Nilphamari, Rangpur","[object Object]","Job Context  The ideal candidate for the position of Officer - Payroll & HRIS is expected to be trained up during probation period for attendance, leave & payroll administration. P…","19 hours ago",""
"Senior Software Engineer (.NET)","https://www.careerjet.com.bd/jobad/bd4da99483fd266fbd4d4b5d33e7ee15d6","Save","Dhaka","[object Object]","Job Context   IT Magnet (www.itmagnet.com.au) is an Australia-based software development company established 16 years ago in Bangladesh. The company develops software for major nat…","19 hours ago",""
"Sr. Officer - Commercial (Logistics)","https://www.careerjet.com.bd/jobad/bd02eb25cb3f00b32473e4d66e00a21688","Save","Nilphamari, Rangpur","[object Object]","Job Context  Ventura Leatherware Mfy (BD) Ltd. is looking for deserving candidates for the position of Sr. Officer - Commercial (Logistics).   Job Responsibilities   Monitor and re…","19 hours ago",""
"Marketing Executive","https://www.careerjet.com.bd/jobad/bd747e7825a86dc9a3d96c1990b0c9e80c","Save","Dhaka","[object Object]","Job Context   The position will be permanent after 6 months probationary period. This position is target oriented, where the individual will be responsible for sales of power suppl…","19 hours ago",""
"বিউটিশিয়ান","https://www.careerjet.com.bd/jobad/bdcf46186a6cb662eaac9c11f697806dfb","Save","Rampura, Dhaka","[object Object]","Skills Required: Facial, Hair Style, Makeover, Manicure, Pedicure, Skin Care    Experience Requirements   1 to 3 year(s)    Additional Requirements   Age 18 to 35 years  Only femal…","19 hours ago",""
"Doctor (Female)","https://www.careerjet.com.bd/jobad/bd45da981c2af1421524c091468b406076","Save","Nilphamari, Rangpur","[object Object]","Job Context  As a Doctor you have to serve our employees` health related issues. Analyze our employees` health problems and serving them with proper solution. We are looking for de…","20 hours ago",""
"Video Editor","https://www.careerjet.com.bd/jobad/bd58a9d94188aa30e9dc92543c21af9a81","Save","Keraniganj, Dhaka","[object Object]","Job Context  We are looking for a talented skilled graphics designer and experienced video editor to join our team. The ideal candidate will have a strong background in video makin…","20 hours ago",""
"DGM/GM (Accounts)","https://www.careerjet.com.bd/jobad/bdaf94c279d4d5af6edc56689639632eea","Save","Gulshan, Dhaka","[object Object]","Job Responsibilities   Providing leadership, direction and management of the finance and accounting team  Providing strategic recommendations to the Managing Director and members o…","21 hours ago",""
"Officer/ Sr. Officer - Audit","https://www.careerjet.com.bd/jobad/bdfdbdaf709c86fdafe342aee8c540bc0b","Save","Dhaka","[object Object]","Job Responsibilities   Advance & immediate Payment process Audit through vouching & cheque Register Audit.  Party payment process audit.  Supply Chain process audit, Chemical Verif…","11 hours ago",""
"Deputy Manager/Manager- Sales, RLDL","https://www.careerjet.com.bd/jobad/bd229434e37a7db6595d9679dbc3c08752","Save","Dhaka","[object Object]","Job Responsibilities   Expected to be target oriented and ensure the achievement on time.  To achieve monthly and yearly sales target.  To create new corporate/industrial or group …","11 hours ago",""
"Lease Manager","https://www.careerjet.com.bd/jobad/bd6756cf44c03d5d54027c30f3d53c0666","Save","Dhaka","[object Object]","Job Context  JOB LOCATION: Head Office   Job Responsibilities   Manage rent/lease of apartments/ commercial units  Customer/tenant screening, assessment, and due diligence  Plan, p…","11 hours ago",""
"Structural Engineer","https://www.careerjet.com.bd/jobad/bd89b71386be1f7d39505572e979054420","Save","Dhaka","[object Object]","Job Context   designers guild - a Consulting Firm working in the field of infrastructural development is searching for deserving candidates for carrying out engineering consultancy…","11 hours ago",""
"Customer Care Executive","https://www.careerjet.com.bd/jobad/bd9dc353e5f69ed62fcfcab5ec849aae1d","Save","Dhaka","[object Object]","Job Responsibilities   Female candidate should have profound knowledge of tele-marketing.  Monitoring working updates and informing the concerns.  Preparing daily marketing reports…","11 hours ago",""
"Shelter and WASH Assistant Bangladesh Cox`s Bazar Ukhiya","https://www.careerjet.com.bd/jobad/bd2d8323ff73b995b9acfc0a06cfd07fb0","Save","Ukhia, Chittagong","[object Object]","Job Responsibilities   Under the supervision of Coordinator-Shelter & WASH, conduct needs assessments, verification, and data collection to identify cases for shelter & WASH assist…","11 hours ago",""
"Project Officer- Agriculture, Food Security, Skills and Livelihood, Bhasan Char, HCMP","https://www.careerjet.com.bd/jobad/bdde871820c7151224197396cb31875979","Save","Hatiya, Chittagong","[object Object]","Job Context  Project Officer- Agriculture, will facilitate field based aquaculture training to the selected Rohingya participants following the training module. This position will …","12 hours ago",""
"DGM/GM- Marketing & Merchandising","https://www.careerjet.com.bd/jobad/bdb14130fd952b3a272f664a1f2562c2f4","Save","Dhaka","[object Object]","Job Context  Lakhsma Innerwear Limited -a well reputed RMG enterprise engaged in manufacturing and exporting of high quality lingerie with wide range of product line for men, women…","12 hours ago",""
